@ HyperIMU -ianovir - 2018
@ Date:Wed Nov 27 12:11:24 GMT+07:00 2019, Sampling Rate:20ms

K6DS3TR_Acceleration_Sensor.x,K6DS3TR_Acceleration_Sensor.y,K6DS3TR_Acceleration_Sensor.z
13.369631,-8.877971,3.3424077
13.099077,-8.511647,3.294522
13.333716,-8.118986,3.344802
13.12302,-7.6042166,4.371946
11.178869,-7.120573,4.0319586
8.7534685,-6.196383,3.3328304
7.269018,-4.745453,3.100586
7.2019787,-5.133325,3.7063375
5.791751,-4.453351,3.553104
4.3240604,-3.0431232,4.166038
3.912245,-1.9010541,5.61218
3.3639562,-1.7286664,7.3839436
3.0694604,-1.8555629,7.84125
2.5570855,-1.3479767,7.292961
2.020768,-1.0917894,6.648901
2.8348215,-0.48843205,8.011244
2.17879,-0.17238778,8.463761
0.9888355,0.8571504,7.4533772
0.89067024,1.4078336,6.2969427
0.86912173,2.0590763,5.2314906
0.86912173,2.4708917,5.6959796
0.97446984,2.7821474,6.751855
1.0127783,3.179597,7.683228
0.74701375,3.5483153,8.499676
0.48124924,3.3304362,7.8532214
0.80687064,3.5746522,7.573091
0.55307746,3.7302802,8.308133
-0.08140534,3.8906965,9.3592205
-0.10774237,3.7350688,9.29218
-0.047885496,3.8763309,8.736709
-0.0071828244,4.022382,8.705584
-0.38068968,4.4916596,8.705584
-0.34956414,4.7622128,8.526012
-0.19393626,4.6903844,8.0926485
-0.13886794,4.6065845,8.236305
-0.46927786,4.6113734,8.1549
-1.5634614,4.6736245,7.223527
-2.9856608,5.2243075,6.761432
-1.0439038,4.3671575,7.85801
-0.85236186,5.1812105,8.93304
-0.85236186,5.1812105,8.93304
-0.85236186,5.1812105,8.93304
-0.85236186,5.1812105,8.93304
-0.85236186,5.1812105,8.93304
-0.85236186,5.1812105,8.93304
-0.85236186,5.1812105,8.93304
-0.85236186,5.1812105,8.93304
-0.85236186,5.1812105,8.93304
-0.85236186,5.1812105,8.93304
-0.85236186,5.1812105,8.93304
-0.85236186,5.1812105,8.93304
