@ HyperIMU -ianovir - 2018
@ Date:Sat Dec 14 12:51:06 GMT+07:00 2019, Sampling Rate:20ms

BMI120_Accelerometer.x,BMI120_Accelerometer.y,BMI120_Accelerometer.z
6.011139,-8.565994,0.11982727
6.636017,-9.729584,-0.49787903
7.4093475,-9.911545,-2.482666
7.636795,-9.9618225,-2.901657
8.041412,-10.9266815,-2.1450806
8.843475,-12.293777,-1.5202026
9.207397,-12.971329,-1.572876
9.525818,-13.380737,-0.94558716
9.93045,-13.763809,-0.06932068
9.865799,-14.060684,-0.10043335
9.537796,-14.247437,-0.20098877
9.205002,-14.034348,-0.26324463
8.50589,-13.952957,-0.16029358
7.6224365,-13.816483,-0.02381897
7.394989,-13.644104,-0.24649048
6.6192627,-12.813309,-0.66786194
6.090149,-13.21553,-1.0509338
5.6424255,-13.165253,-1.2304993
5.7142487,-12.552338,-0.95277405
5.058243,-11.757462,-1.4986572
4.790085,-11.901123,-1.4268188
4.8595276,-10.811752,-0.0836792
4.5818024,-9.947449,-0.48350525
4.2346344,-9.403961,-0.41168213
4.189148,-9.040054,-0.87376404
4.146057,-8.465439,-1.5225983
3.9257812,-7.771118,-0.9719238
3.9928284,-7.6059265,-0.5170288
3.976059,-7.4550934,-1.1371307
3.9928284,-6.9235687,-0.66786194
4.17717,-6.2268677,-0.2033844
4.2106934,-5.8988495,-1.1275482
4.351959,-5.9611053,-1.4340057
4.4549103,-6.4926147,-1.4747162
4.6416473,-6.648239,-1.1634674
4.979233,-6.164612,-1.0485382
5.458069,-6.054474,-0.87376404
4.73024,-7.6897125,-0.49069214
5.1635895,-8.058426,-0.2321167
6.1667633,-7.2946777,-1.0988159
6.3846283,-8.558823,-1.5273895
6.552231,-10.062378,-1.3262634
6.7485504,-11.518051,-1.3789368
7.33992,-12.241104,-1.1706543
7.679886,-12.5355835,-0.8929138
8.074936,-13.55072,-0.7516632
8.0103,-14.276169,-0.45716858
7.711014,-14.963303,-0.60562134
8.455612,-14.85556,-0.4260559
9.164291,-15.01358,-0.19142151
9.013458,-15.569031,-1.3478241
8.491531,-16.100555,-1.6446991
8.893753,-15.7222595,-0.32070923
8.910507,-15.317642,-0.14831543
8.8554535,-14.826828,-1.7285004
9.092468,-14.216309,-1.675827
8.771652,-13.632126,-0.39971924
8.247314,-12.925842,-0.25126648
8.34787,-11.934647,-0.60562134
8.113251,-10.797394,-0.78518677
7.5625763,-10.52446,-0.5864563
6.257736,-10.186874,0.31854248
5.6184845,-9.736755,-0.5433655
5.3335724,-8.544449,-1.5273895
4.952896,-7.213272,-1.7883453
4.3064575,-6.9068146,-0.4452057
3.4086304,-6.308258,-0.13156128
2.8316345,-5.3050995,-0.85461426
3.0064087,-4.639511,-1.1945953
3.5977783,-4.1127777,-1.0557251
3.4876404,-3.631546,-1.3071136
3.2769623,-3.3753662,-1.117981
2.9297943,-3.5573273,-0.59124756
2.8890991,-3.8326569,-0.73490906
2.6089783,-3.7919617,-1.4986572
2.604187,-3.7464752,-0.9695282
2.1804047,-4.0050507,-0.5385742
2.0846405,-4.452759,-1.038971
2.118164,-4.742462,-1.7572327
2.4916534,-5.199753,-0.99346924
3.3607483,-6.212494,-0.7133484
3.8539581,-6.696121,-0.15550232
4.842758,-6.612335,-0.6798401
5.470047,-7.2539825,-1.5704803
6.284073,-9.035263,-1.5441437
7.12204,-9.995331,-0.74687195
7.4811707,-10.03125,-0.1986084
8.082123,-9.777466,0.1796875
8.833893,-10.809372,-0.9575653
9.367798,-11.723953,-2.0565033
10.095642,-11.889145,-1.7165222
10.169861,-12.078293,-0.96235657
9.940018,-12.715149,-1.0269928
9.755661,-13.107803,-1.4435883
9.453995,-13.433411,-1.9272156
8.716583,-13.644104,-1.6638489
8.405334,-13.859573,-1.1323395
7.971985,-13.756622,-1.1945953
7.2633057,-13.545944,-0.557724
7.0502167,-13.33046,-0.10043335
7.1172485,-13.316101,-0.9767151
6.9712067,-12.813309,-1.3693695
6.0853577,-12.485306,-0.27999878
5.5203247,-12.506851,0.33770752
5.316818,-11.984924,-0.8019409
4.6775665,-11.479736,-1.5106201
4.521942,-11.094269,-0.8282776
5.074997,-10.399963,-0.38534546
5.493988,-9.535645,-0.66786194
6.0087433,-8.683319,-1.1826172
5.8507233,-8.328964,-1.0006561
5.6567993,-7.5508575,-0.06692505
5.434128,-7.438324,-0.03579712
4.8307953,-6.983429,-0.6008301
4.517151,-6.557266,-0.8522186
4.727844,-6.1430664,-0.7636261
5.0223236,-6.1981354,-0.25605774
5.0773926,-6.1263123,-0.0022735596
5.908188,-6.0449066,-0.1124115
6.4301147,-6.267563,-0.5816803
6.319992,-6.9690704,-0.66786194
6.094925,-7.7256317,-0.6654663
6.217041,-8.340942,-0.5960388
6.880234,-9.075958,-0.34944153
7.722992,-9.578751,-0.15310669
8.577713,-10.352066,-0.27999878
9.178665,-11.348053,-0.60801697
8.963181,-12.430237,-0.92404175
8.946426,-13.316101,-1.5800629
8.80278,-14.283356,-1.1754303
8.515472,-14.989639,-0.73968506
8.09169,-15.475662,-1.2688141
8.158737,-15.185959,-1.5225983
8.32872,-14.790924,-1.0820618
8.228165,-15.078232,-1.4196472
8.206619,-15.248215,-0.69659424
9.056564,-14.642487,0.7016144
10.160294,-13.354401,1.0799103
10.890518,-13.2323,-0.44041443
10.715744,-13.239487,0.05039978
9.85144,-13.450165,0.7111969
9.379776,-13.320877,-1.0724792
9.3941345,-12.004074,-1.5345612
8.812347,-11.096664,-1.3909149
8.120422,-10.196442,-0.52900696
7.0645905,-9.387207,-0.78756714
5.869873,-8.522903,-2.0900269
5.1516113,-7.5508575,-1.9008789
4.5818024,-6.679367,-0.99586487
4.304062,-5.757599,-0.8594055
3.7773438,-5.1949615,-1.1012115
3.284134,-4.5772552,-0.7444763
2.5371552,-4.081665,-0.39013672
1.8787384,-3.8494263,-0.7612457
1.4932709,-3.8254852,-0.84742737
1.3184967,-3.3753662,-0.6032257
1.6129913,-3.042572,-0.03819275
1.9050751,-2.891739,0.1796875
1.6776276,-3.183838,-0.40211487
1.4405975,-3.5094452,-0.6582947
1.3903198,-3.9763184,-0.75405884
1.881134,-4.548523,-1.1921997
2.5634918,-5.087219,-1.3526001
3.3822937,-5.003433,0.1509552
4.2897034,-5.518173,0.7135925
5.359909,-6.7679596,-0.46195984
5.3096313,-8.082367,-1.4124603
5.549057,-8.439102,-0.552948
7.2154236,-8.896393,0.41670227
8.582504,-9.399185,-1.5082245
8.3502655,-10.950623,-3.454712
8.76207,-11.688034,-1.9296112
9.892136,-12.820496,-0.13156128
10.6271515,-13.976898,0.16291809
10.655884,-14.283356,-0.22492981
10.921646,-14.721497,-1.7572327
11.541748,-15.296097,-2.4563293
11.491455,-15.214691,-2.2743683
10.900101,-14.640091,-0.9216461
10.002274,-14.1684265,0.09109497
9.245697,-13.917038,-0.02142334
8.089294,-13.9266205,-0.3973236
6.8586884,-14.144485,-0.29197693
5.901001,-13.33046,0.75668335
6.070984,-12.633743,1.1062317
5.9584656,-12.233917,-1.335846
5.1827393,-12.116592,-1.6925812
4.55307,-11.498901,-0.09565735
4.3303986,-10.850067,0.7016144
4.7254486,-10.280243,-0.80433655
4.8714905,-9.722397,-0.4164734
5.0175476,-8.774292,0.14855957
5.0055695,-8.297852,-0.30393982
5.137253,-7.754364,-0.849823
5.209076,-7.450302,-1.0677032
4.8858643,-7.0121613,-0.27760315
4.3998413,-6.535721,0.18447876
4.2418213,-6.4686737,-0.45477295
4.565033,-6.128708,-0.64152527
5.1803436,-5.7719574,-1.2568359
5.54187,-5.9898376,-1.759613
5.754959,-6.315445,-1.8290558
5.687912,-7.201309,-1.4076691
5.644821,-7.754364,-1.1251526
5.8435364,-8.2547455,-0.05015564
6.03508,-8.635437,0.18925476
6.774887,-9.011322,-0.19621277
7.493149,-9.5979,-0.9767151
7.746933,-10.536423,-1.3478241
7.9432526,-11.556351,-1.3717651
8.30957,-12.576279,-1.2328949
8.405334,-13.505234,-0.7133484
9.063736,-14.352783,-0.34225464
10.186615,-14.403061,-0.2895813
10.476318,-14.529953,-1.0293884
10.031006,-15.327225,-0.849823
9.81073,-16.184341,-0.4954834
10.260849,-15.595367,-1.4316101
10.868973,-14.843597,-0.3757782
10.78038,-15.097382,0.74472046
9.956772,-15.353561,0.2778473
9.530609,-14.570648,-0.41407776
10.081284,-12.8276825,-0.78756714
10.002274,-12.157303,-0.34225464
9.525818,-11.925064,-0.46435547
9.303162,-11.051178,-0.6295624
8.64476,-10.249115,-0.84742737
6.8682556,-9.188492,-0.46914673
6.252945,-8.352921,-0.22254944
5.5706024,-7.378479,-0.06452942
4.80925,-6.449524,0.35925293
4.2106934,-5.4822693,-0.28479004
4.189148,-4.5221863,-0.75405884
4.134079,-3.6028137,-0.75405884
3.4373627,-3.358612,-0.43322754
2.822052,-3.0042725,-0.13635254
2.9106445,-2.6714783,-0.5361786
2.845993,-2.338684,-0.8402405
2.5874329,-2.1064453,-0.7205353
2.1133728,-2.1998138,-0.65589905
1.7039642,-2.5613403,-1.0102386
1.6728363,-2.7648468,-1.0174103
2.0439453,-3.006668,-0.8210907
2.501236,-3.686615,-0.94558716
2.3958893,-4.268402,-1.3957062
2.415039,-4.414459,-1.0413666
3.1165466,-4.790344,-0.7779999
